noise_pct,baseline,RandomForest,SVM_rbf,location
0.0,0.8273809523809523,0.9178571428571428,0.9619047619047619,0.8857142857142857
0.1,0.5,0.8797619047619047,0.9571428571428572,0.8714285714285714
0.5,0.5,0.5035714285714286,0.5380952380952381,0.4976190476190476
1.0,0.5,0.5,0.5,0.30952380952380953
2.0,0.5,0.5,0.5,0.1761904761904762
5.0,0.5,0.5,0.5,0.11666666666666667
