amplitude,price_std,spread,revenue_30d,rev_per_mw
0.5,1.0084866966990356,5.159629296507731,0.0,0.0
0.75,1.223410541778471,5.729497955912024,0.0,0.0
1.0,1.4575873191111828,6.299366615316316,4.184495279381281,0.08368990558762562
1.5,1.9582724454923521,7.44893649883123,321.7219696273405,6.43443939254681
2.0,2.474654984279977,8.780141625707472,3595.793335153441,71.91586670306883
